group	dataset	ID	Name	Source	pValue	FDR_BH	FDR_BY	Bonferroni	Genes_from_Input	Genes_in_Annotation	include
active_down	ToppCell Atlas	6e6af8fad09f8e48b3f2ce463d5773b6a69864d1	5'-Adult-SmallIntestine-Epithelial-mature enterocytic-Enterocyte|Adult / Celltypes from developing, pediatric, Crohn's, & adult GI tract	Cells of the human intestinal tract mapped across space and time	1.17E-210	3.82E-206	4.19E-205	3.82E-206	167	198	FALSE
active_down	ToppCell Atlas	a76366611f3561fc8aca7d62d1f0a0ea2bef7792	5'-GW trimst-1.5-SmallIntestine-Epithelial-mature enterocytic-Enterocyte|GW trimst-1.5 / Celltypes from developing, pediatric, Crohn's, & adult GI tract	Cells of the human intestinal tract mapped across space and time	4.59E-158	6.25E-155	6.85E-154	1.50E-153	141	198	FALSE
active_down	ToppCell Atlas	914f66e2b4af323d09fa2340a39cf8051d00a422	5'-GW trimst-2-SmallIntestine-Epithelial|GW trimst-2 / Celltypes from developing, pediatric, Crohn's, & adult GI tract	Cells of the human intestinal tract mapped across space and time	3.68E-163	6.32E-160	6.94E-159	1.20E-158	144	199	FALSE
active_down	ToppCell Atlas	73bfdf068a8ecbefc1e6afe9686df73658ee042f	5'-GW trimst-2-SmallIntestine-Epithelial-mature enterocytic|GW trimst-2 / Celltypes from developing, pediatric, Crohn's, & adult GI tract	Cells of the human intestinal tract mapped across space and time	1.27E-162	2.08E-159	2.28E-158	4.15E-158	144	200	FALSE
active_down	ToppCell Atlas	3e13c9a4ba99a7dfbf738b0fb63fb54b4dee5897	5'-GW trimst-2-SmallIntestine-Epithelial-mature enterocytic-Enterocyte|GW trimst-2 / Celltypes from developing, pediatric, Crohn's, & adult GI tract	Cells of the human intestinal tract mapped across space and time	9.54E-161	1.49E-157	1.63E-156	3.12E-156	143	200	FALSE
active_down	2	18614015	A mitochondrial protein compendium elucidates complex I disease biology.	Pubmed	3.77E-70	2.83E-65	3.53E-64	5.66E-65	202	1046	FALSE
active_down	Mouse Phenotype	MP:0005332	abnormal amino acid level	NA	1.07E-09	9.56E-07	8.91E-06	6.69E-06	86	510	FALSE
active_down	Mouse Phenotype	MP:0030604	abnormal ammonia homeostasis	NA	3.09E-07	8.05E-05	7.50E-04	1.93E-03	11	21	FALSE
active_down	Mouse Phenotype	MP:0003947	abnormal cholesterol level	NA	1.72E-07	5.65E-05	5.26E-04	1.07E-03	118	855	FALSE
active_down	Mouse Phenotype	MP:0005308	abnormal circulating ammonia level	NA	1.67E-08	1.04E-05	9.72E-05	1.04E-04	10	14	FALSE
active_down	4	HP:0004354	Abnormal circulating carboxylic acid concentration	NA	3.06E-13	4.71E-10	4.38E-09	1.88E-09	94	478	FALSE
active_down	Mouse Phenotype	MP:0001664	abnormal digestion	NA	9.01E-09	7.04E-06	6.56E-05	5.63E-05	29	104	FALSE
active_down	Mouse Phenotype	MP:0001663	abnormal digestive system physiology	NA	9.82E-11	1.23E-07	1.14E-06	6.13E-07	102	618	FALSE
active_down	Mouse Phenotype	MP:0005584	abnormal enzyme/coenzyme activity	NA	7.37E-08	2.82E-05	2.63E-04	4.61E-04	53	285	FALSE
active_down	Mouse Phenotype	MP:0001666	abnormal intestinal absorption	NA	2.05E-07	6.25E-05	5.82E-04	1.28E-03	19	58	FALSE
active_down	Mouse Phenotype	MP:0010155	abnormal intestine physiology	NA	2.10E-07	6.25E-05	5.82E-04	1.31E-03	53	294	FALSE
active_down	Mouse Phenotype	MP:0002118	abnormal lipid homeostasis	NA	1.17E-12	7.29E-09	6.79E-08	7.29E-09	225	1666	FALSE
active_down	Mouse Phenotype	MP:0001547	abnormal lipid level	NA	3.31E-11	5.17E-08	4.82E-07	2.07E-07	206	1540	FALSE
active_down	Mouse Phenotype	MP:0010951	abnormal lipid oxidation	NA	9.64E-08	3.35E-05	3.12E-04	6.03E-04	20	61	FALSE
active_down	Mouse Phenotype	MP:0005266	abnormal metabolism	NA	2.64E-08	1.28E-05	1.19E-04	1.65E-04	129	927	FALSE
active_down	1	HP:0032245	Abnormal metabolism	NA	6.02E-15	3.70E-11	3.44E-10	3.70E-11	97	472	FALSE
active_down	Mouse Phenotype	MP:0005502	abnormal renal/urinary system physiology	NA	7.68E-08	2.82E-05	2.63E-04	4.80E-04	101	689	FALSE
active_down	Mouse Phenotype	MP:0008108	abnormal small intestinal villus morphology	NA	2.30E-07	6.53E-05	6.09E-04	1.44E-03	18	53	FALSE
active_down	Mouse Phenotype	MP:0012224	abnormal sterol level	NA	3.70E-08	1.65E-05	1.54E-04	2.31E-04	122	868	FALSE
active_down	Mouse Phenotype	MP:0000187	abnormal triglyceride level	NA	2.66E-08	1.28E-05	1.19E-04	1.66E-04	96	631	FALSE
active_down	Mouse Phenotype	MP:0009643	abnormal urine homeostasis	NA	5.60E-10	5.83E-07	5.43E-06	3.50E-06	81	463	FALSE
active_down	3	HP:0004360	Abnormality of acid-base homeostasis	NA	2.47E-13	4.71E-10	4.38E-09	1.52E-09	91	454	FALSE
active_down	5	HP:0004337	Abnormality of amino acid metabolism	NA	1.22E-12	1.49E-09	1.39E-08	7.47E-09	75	349	FALSE
active_down	2	HP:0001941	Acidosis	NA	1.81E-13	4.71E-10	4.38E-09	1.11E-09	89	437	FALSE
active_down	Mouse Phenotype	MP:0010028	aciduria	NA	4.65E-12	1.45E-08	1.35E-07	2.90E-08	24	55	FALSE
active_down	GO: Molecular Functio	GO:0022804	active transmembrane transporter activity	NA	1.74E-17	1.31E-14	1.09E-13	3.94E-14	97	488	FALSE
active_down	7	41	Acyl-CoA thioesterases	genenames.org	3.88E-06	2.16E-04	1.41E-03	1.51E-03	6	10	FALSE
active_down	GO: Biological Process	GO:0006066	alcohol metabolic process	NA	8.95E-31	7.90E-28	7.64E-27	7.90E-27	111	436	FALSE
active_down	15	398	Aldehyde dehydrogenases	genenames.org	3.31E-04	8.61E-03	5.64E-02	1.29E-01	6	19	FALSE
active_down	11	399	Aldo-keto reductases	genenames.org	7.34E-05	2.60E-03	1.70E-02	2.86E-02	6	15	FALSE
active_down	Mouse Phenotype	MP:0003311	aminoaciduria	NA	2.65E-07	7.19E-05	6.70E-04	1.65E-03	13	29	FALSE
active_down	22	104	Aminopeptidases	genenames.org	1.52E-03	2.69E-02	1.76E-01	5.93E-01	5	17	FALSE
active_down	18	1220	Ankyrin repeat domain containing|Sterile alpha motif domain containing|PDZ domain containing	genenames.org	1.20E-03	2.60E-02	1.70E-01	4.69E-01	18	152	FALSE
active_down	GO: Cellular Component	GO:0045177	apical part of cell	NA	9.27E-28	2.59E-25	1.92E-24	8.60E-25	129	604	FALSE
active_down	GO: Cellular Component	GO:0016324	apical plasma membrane	NA	1.99E-27	3.68E-25	2.73E-24	1.84E-24	114	497	FALSE
active_down	GO: Molecular Functio	GO:0070330	aromatase activity	NA	1.28E-08	1.38E-06	1.15E-05	2.90E-05	15	34	FALSE
active_down	20	811	ATP binding cassette subfamily G	genenames.org	1.38E-03	2.69E-02	1.76E-01	5.39E-01	3	5	FALSE
active_down	GO: Cellular Component	GO:0045178	basal part of cell	NA	3.39E-09	1.38E-07	1.02E-06	3.14E-06	63	381	FALSE
active_down	GO: Cellular Component	GO:0009925	basal plasma membrane	NA	3.43E-09	1.38E-07	1.02E-06	3.18E-06	60	355	FALSE
active_down	GO: Cellular Component	GO:0016323	basolateral plasma membrane	NA	3.97E-09	1.53E-07	1.14E-06	3.68E-06	56	322	FALSE
active_down	GO: Cellular Component	GO:0005903	brush border	NA	1.54E-25	2.05E-23	1.52E-22	1.43E-22	60	168	FALSE
active_down	GO: Cellular Component	GO:0031526	brush border membrane	NA	3.38E-17	2.24E-15	1.66E-14	3.13E-14	37	98	FALSE
active_down	1	M40028	BUSSLINGER DUODENAL LATE IMMATURE ENTEROCYTES	C8: Cell Type Signature	2.49E-143	2.56E-139	2.51E-138	2.56E-139	144	177	FALSE
active_down	3	M40029	BUSSLINGER DUODENAL MATURE ENTEROCYTES	C8: Cell Type Signature	3.94E-91	1.35E-87	1.32E-86	4.04E-87	133	259	FALSE
active_down	ToppCell Atlas	71d38084d09a96331877384ce6346f0de4bdcef9	C 01|World / shred on cell type and cluster	Human Ileal Epithelial cells from Crohn’s Disease	2.54E-187	9.23E-184	1.01E-182	8.30E-183	156	198	FALSE
active_down	21	24	Cadherin related|Deafness associated genes	genenames.org	1.52E-03	2.69E-02	1.76E-01	5.93E-01	5	17	FALSE
active_down	4	CAGGTG V$E12 Q6	CAGGTG V$E12 Q6	TFBS	3.50E-12	9.30E-10	7.02E-09	3.72E-09	185	1950	FALSE
active_down	5	int:CANX	CANX interactions	NA	2.97E-12	8.73E-09	8.88E-08	4.37E-08	167	1250	FALSE
active_down	GO: Biological Process	GO:1901135	carbohydrate derivative metabolic process	NA	1.14E-24	5.38E-22	5.20E-21	1.01E-20	195	1209	FALSE
active_down	GO: Molecular Functio	GO:0015144	carbohydrate transmembrane transporter activity	NA	7.02E-09	8.36E-07	6.94E-06	1.59E-05	18	47	FALSE
active_down	GO: Molecular Functio	GO:0031406	carboxylic acid binding	NA	2.19E-10	4.13E-08	3.43E-07	4.96E-07	56	286	FALSE
active_down	GO: Biological Process	GO:0046395	carboxylic acid catabolic process	NA	4.75E-28	3.00E-25	2.90E-24	4.19E-24	83	281	FALSE
active_down	GO: Biological Process	GO:0019752	carboxylic acid metabolic process	NA	1.17E-51	2.58E-48	2.49E-47	1.03E-47	235	1085	FALSE
active_down	GO: Molecular Functio	GO:0046943	carboxylic acid transmembrane transporter activity	NA	2.15E-09	3.04E-07	2.53E-06	4.87E-06	41	188	FALSE
active_down	GO: Cellular Component	GO:0031253	cell projection membrane	NA	7.21E-11	3.34E-09	2.48E-08	6.68E-08	74	441	FALSE
active_down	GO: Biological Process	GO:0044248	cellular catabolic process	NA	1.76E-22	7.05E-20	6.81E-19	1.55E-18	251	1796	FALSE
active_down	GO: Biological Process	GO:0044242	cellular lipid catabolic process	NA	1.51E-26	8.87E-24	8.57E-23	1.33E-22	77	257	FALSE
active_down	GO: Biological Process	GO:0044255	cellular lipid metabolic process	NA	1.20E-48	2.11E-45	2.04E-44	1.06E-44	236	1134	FALSE
active_down	GO: Biological Process	GO:0071466	cellular response to xenobiotic stimulus	NA	5.62E-25	2.92E-22	2.82E-21	4.96E-21	75	258	FALSE
active_down	3	int:CFD	CFD interactions	NA	1.21E-13	5.93E-10	6.04E-09	1.78E-09	183	1360	FALSE
active_down	23	482	Charged multivesicular body proteins|ESCRT-III associated factors	genenames.org	1.94E-03	3.14E-02	2.06E-01	7.56E-01	4	11	FALSE
active_down	4	ctd:D002995	Clofibric Acid	CTD	1.03E-37	1.15E-33	1.30E-32	4.61E-33	156	727	FALSE
active_down	GO: Cellular Component	GO:0098862	cluster of actin-based cell projections	NA	9.53E-20	8.03E-18	5.95E-17	8.84E-17	64	237	FALSE
active_down	2	int:COQ9	COQ9 interactions	NA	5.36E-14	3.95E-10	4.02E-09	7.89E-10	56	238	FALSE
active_down	10	1001	Cytochrome P450 family 2	genenames.org	6.58E-05	2.57E-03	1.68E-02	2.57E-02	9	35	FALSE
active_down	Mouse Phenotype	MP:0014461	decreased lipid level	NA	2.12E-08	1.20E-05	1.12E-04	1.32E-04	106	716	FALSE
active_down	Mouse Phenotype	MP:0012225	decreased sterol level	NA	3.80E-07	9.49E-05	8.85E-04	2.37E-03	67	414	FALSE
active_down	2	M40212	DESCARTES FETAL INTESTINE INTESTINAL EPITHELIAL CELLS	C8: Cell Type Signature	1.26E-96	6.47E-93	6.35E-92	1.29E-92	142	279	FALSE
active_down	Coexpression Atlas	gudmap developingKidney e15.5 early proxim tubul 1000	DevelopingKidney e15.5 early proxim tubul emap-28005 top-relative-expression-ranked 1000	Gudmap Mouse MOE430.2	1.02E-100	1.53E-97	1.38E-96	4.59E-97	258	784	FALSE
active_down	Coexpression Atlas	gudmap developingKidney e15.5 early proxim tubul 500	DevelopingKidney e15.5 early proxim tubul emap-28005 top-relative-expression-ranked 500	Gudmap Mouse MOE430.2	2.60E-73	1.30E-70	1.17E-69	1.17E-69	156	393	FALSE
active_down	Coexpression Atlas	gudmap developingKidney e15.5 Proximal Tubules 1000	DevelopingKidney e15.5 Proximal Tubules emap-28005 top-relative-expression-ranked 1000	Gudmap Mouse MOE430.2	4.56E-53	1.08E-50	9.68E-50	2.05E-49	191	758	FALSE
active_down	Coexpression Atlas	gudmap developingLowerUrinaryTract P2 bladder urothelium (LCM) 1000	DevelopingLowerUrinaryTract P2 bladder urothelium (LCM) emap-30380 top-relative-expression-ranked 1000	Gudmap Mouse MOE430.2	2.85E-49	6.38E-47	5.74E-46	1.28E-45	188	778	FALSE
active_down	Mouse Phenotype	MP:0005381	digestive/alimentary phenotype	NA	7.85E-12	1.63E-08	1.52E-07	4.90E-08	202	1479	FALSE
active_down	Coexpression Atlas	duodenum	duodenum	Human Protein Atlas	5.18E-169	1.16E-165	1.04E-164	2.32E-165	218	321	FALSE
active_down	GO: Molecular Functio	GO:0009055	electron transfer activity	NA	1.58E-11	3.58E-09	2.97E-08	3.58E-08	37	136	TRUE
active_down	GO: Cellular Component	GO:0005789	endoplasmic reticulum membrane	NA	4.64E-28	2.59E-25	1.92E-24	4.30E-25	213	1302	TRUE
active_down	GO: Cellular Component	GO:0098827	endoplasmic reticulum subcompartment	NA	8.77E-28	2.59E-25	1.92E-24	8.13E-25	213	1308	FALSE
active_down	4	MODULE 43	Energy pathways.	C4:CM: Cancer Modules	3.93E-18	9.16E-16	6.79E-15	3.66E-15	42	99	FALSE
active_down	4	chr16q13	Ensembl 110 genes in cytogenetic band chr16q13	MSigDB C1	9.61E-06	2.29E-03	1.72E-02	9.83E-03	9	41	FALSE
active_down	ToppCell Atlas	1dd980fd066aef21694395a4b69df938501d9631	Enterocyte|World / shred on cell type and cluster	Human Ileal Epithelial cells from Crohn’s Disease	7.14E-180	2.12E-176	2.33E-175	2.33E-175	152	197	FALSE
active_down	17	550	Fatty acid binding protein family	genenames.org	1.12E-03	2.57E-02	1.68E-01	4.37E-01	5	16	FALSE
active_down	GO: Biological Process	GO:0009062	fatty acid catabolic process	NA	2.12E-20	7.49E-18	7.24E-17	1.87E-16	45	120	FALSE
active_down	GO: Biological Process	GO:0006631	fatty acid metabolic process	NA	2.42E-33	2.38E-30	2.30E-29	2.14E-29	120	470	FALSE
active_down	4	M1475	FLECHNER BIOPSY KIDNEY TRANSPLANT REJECTED VS OK DN	C2:CGP: Chemical and Genetic Perturbations	1.62E-84	4.15E-81	4.07E-80	1.66E-80	182	553	FALSE
active_down	1	int:FNDC5	FNDC5 interactions	NA	9.24E-15	1.36E-10	1.38E-09	1.36E-10	198	1470	FALSE
active_down	5	MODULE 55	Genes in the cancer module 55.	C4:CM: Cancer Modules	1.30E-17	2.18E-15	1.62E-14	1.21E-14	155	831	FALSE
active_down	1	GAVISH 3CA METAPROGRAM EPITHELIAL PDAC RELATED 3	Genes upregulated in subsets of cells of a given type within various tumors	C4:3CA: Curated Cancer Cell Atlas gene sets	5.84E-34	5.45E-31	4.04E-30	5.45E-31	41	50	FALSE
active_down	4	20877624	Genetic variants in nuclear-encoded mitochondrial genes influence AIDS progression.	Pubmed	1.09E-57	4.09E-53	5.11E-52	1.64E-52	173	926	FALSE
active_down	8	567	Glutathione S-transferases	genenames.org	2.98E-05	1.45E-03	9.49E-03	1.16E-02	8	25	FALSE
active_down	13	1045	HAD Asp-based non-protein phosphatases	genenames.org	1.48E-04	4.45E-03	2.91E-02	5.78E-02	5	11	FALSE
active_down	GO: Biological Process	GO:0042445	hormone metabolic process	NA	6.41E-24	2.83E-21	2.73E-20	5.66E-20	81	306	FALSE
active_down	2	M40696	HOXA2 TARGET GENES	MSigDB	1.59E-12	7.10E-10	5.36E-09	1.69E-09	160	1595	FALSE
active_down	4	hsa-miR-466:mirSVR highEffct	hsa-miR-466:mirSVR nonconserved highEffect-0.5	MicroRNA.org	1.93E-52	3.90E-49	3.73E-48	1.56E-48	190	1918	FALSE
active_down	5	CID000000961	hydroxyl radicals	Stitch	7.59E-37	6.81E-33	7.68E-32	3.40E-32	226	1341	FALSE
active_down	Mouse Phenotype	MP:0005309	increased circulating ammonia level	NA	1.67E-08	1.04E-05	9.72E-05	1.04E-04	10	14	FALSE
active_down	Mouse Phenotype	MP:0010180	increased susceptibility to weight loss	NA	7.05E-08	2.82E-05	2.63E-04	4.41E-04	20	60	FALSE
active_down	5	14651853	Integrated analysis of protein composition, tissue diversity, and gene regulation in mouse mitochondria.	Pubmed	6.91E-53	2.07E-48	2.59E-47	1.04E-47	126	542	FALSE
active_down	Pathway	M9257	KEGG DRUG METABOLISM CYTOCHROME P450	KEGG Legacy Pathways	5.22E-19	2.97E-16	2.64E-15	2.08E-15	35	72	FALSE
active_down	Pathway	M16794	KEGG METABOLISM OF XENOBIOTICS BY CYTOCHROME P450	KEGG Legacy Pathways	1.73E-18	8.61E-16	7.63E-15	6.89E-15	34	70	FALSE
active_down	Pathway	M6391	KEGG PEROXISOME	KEGG Legacy Pathways	4.08E-13	7.97E-11	7.06E-10	1.63E-09	30	78	FALSE
active_down	Pathway	M9488	KEGG RETINOL METABOLISM	KEGG Legacy Pathways	6.25E-16	2.27E-13	2.01E-12	2.49E-12	30	64	FALSE
active_down	Coexpression Atlas	gudmap kidney adult CortVasc Tie2 k1 1000	kidney adult CortVasc Tie2 k-means-cluster#1 top-relative-expression-ranked 1000	Gudmap Mouse MOE430.2	5.52E-48	1.18E-45	1.06E-44	2.48E-44	113	314	FALSE
active_down	Coexpression Atlas	gudmap kidney adult JuxtaGlom Ren1 Captopr k2 1000	kidney adult JuxtaGlom Ren1 Captopr k-means-cluster#2 top-relative-expression-ranked 1000	Gudmap Mouse MOE430.2	2.71E-63	9.37E-61	8.42E-60	1.22E-59	154	441	FALSE
active_down	Coexpression Atlas	gudmap kidney adult JuxtaGlom Ren1 Captopr 1000	kidney adult JuxtaGlom Ren1 Captopr top-relative-expression-ranked 1000	Gudmap Mouse MOE430.2	3.95E-46	7.38E-44	6.63E-43	1.77E-42	183	778	FALSE
active_down	Coexpression Atlas	gudmap kidney adult JuxtaGlom Ren1 k4 1000	kidney adult JuxtaGlom Ren1 k-means-cluster#4 top-relative-expression-ranked 1000	Gudmap Mouse MOE430.2	9.02E-62	2.89E-59	2.60E-58	4.05E-58	126	304	FALSE
active_down	Coexpression Atlas	gudmap kidney adult JuxtaGlom Ren1 1000	kidney adult JuxtaGlom Ren1 top-relative-expression-ranked 1000	Gudmap Mouse MOE430.2	3.00E-83	2.25E-80	2.02E-79	1.35E-79	239	799	FALSE
active_down	Coexpression Atlas	gudmap kidney adult JuxtaGlom Ren1 500	kidney adult JuxtaGlom Ren1 top-relative-expression-ranked 500	Gudmap Mouse MOE430.2	9.83E-48	2.00E-45	1.80E-44	4.41E-44	128	400	FALSE
active_down	Coexpression Atlas	gudmap kidney adult RenalCortexMixed Std k1 1000	kidney adult RenalCortexMixed Std k-means-cluster#1 top-relative-expression-ranked 1000	Gudmap Mouse MOE430.2	6.05E-59	1.60E-56	1.43E-55	2.71E-55	156	482	FALSE
active_down	Coexpression Atlas	gudmap kidney adult RenalCortexMixed Std k2 500	kidney adult RenalCortexMixed Std k-means-cluster#2 top-relative-expression-ranked 500	Gudmap Mouse MOE430.2	7.46E-47	1.46E-44	1.31E-43	3.35E-43	99	248	FALSE
active_down	Coexpression Atlas	gudmap kidney adult RenalCortexMixed Std 1000	kidney adult RenalCortexMixed Std top-relative-expression-ranked 1000	Gudmap Mouse MOE430.2	5.26E-100	5.91E-97	5.31E-96	2.36E-96	270	861	FALSE
active_down	Coexpression Atlas	gudmap kidney adult RenalCortexMixed Std 500	kidney adult RenalCortexMixed Std top-relative-expression-ranked 500	Gudmap Mouse MOE430.2	5.17E-66	2.11E-63	1.89E-62	2.32E-62	154	424	FALSE
active_down	Coexpression Atlas	gudmap kidney single cell adult RenalCortexMixed Scamp k1 1000	kidney single cell adult RenalCortexMixed StemCellamp k-means-cluster#1 top-relative-expression-ranked 1000	Gudmap Mouse MOE430.2	2.23E-79	1.25E-76	1.13E-75	1.00E-75	239	831	FALSE
active_down	Coexpression Atlas	gudmap kidney single cell adult RenalCortexMixed Scamp k4 500	kidney single cell adult RenalCortexMixed StemCellamp k-means-cluster#4 top-relative-expression-ranked 500	Gudmap Mouse MOE430.2	1.25E-59	3.51E-57	3.16E-56	5.62E-56	141	393	FALSE
active_down	Coexpression Atlas	gudmap kidney single cell adult RenalCortexMixed Scamp 1000	kidney single cell adult RenalCortexMixed StemCellamp top-relative-expression-ranked 1000	Gudmap Mouse MOE430.2	2.13E-80	1.36E-77	1.22E-76	9.54E-77	249	887	FALSE
active_down	3	19056867	Large-scale proteomics and phosphoproteomics of urinary exosomes.	Pubmed	3.42E-67	1.71E-62	2.14E-61	5.13E-62	195	1016	FALSE
active_down	GO: Molecular Functio	GO:0008289	lipid binding	NA	3.97E-10	6.92E-08	5.74E-07	8.99E-07	137	1016	TRUE
